date,event,city,state,category
2016-09-16,4º Noturno dos Museus de Belo Horizonte,Belo Horizonte,MG,Artístico/Cultural/Folclórico
2016-09-15,Festa da Padroeira Nossa Senhora da Piedade,Lençóis Paulista,SP,Religioso
2016-09-15,52 Expo Prudente,Presidente Prudente,SP,Comercial ou Promocional
2016-09-13,Festividade de São Mateus,Canaã dos Carajás,PA,Religioso
2016-09-11,Rio das Ostras Jazz & Blues Festival,Rio das Ostras,RJ,Artístico/Cultural/Folclórico
2016-09-11,Festival do Caranguejo - Uçá,Araióses,MA,Gastronômico
2016-09-11,Festival da Galinha Caipira,Itaituba,PA,Gastronômico
2016-09-11,Festa do Peão,Embaúba,SP,Artístico/Cultural/Folclórico
2016-09-11,Festa da Padroeira,Altinópolis,SP,Religioso
2016-09-11,Festa da Colheita,Santa Maria de Jetibá,ES,Religioso
2016-09-11,Festa Nacional da Costela,União da Vitória,PR,Gastronômico
2016-09-11,Feira da Bondade,Rancharia,SP,Comercial ou Promocional
2016-09-11,Emancipação Política de Itapemirim (Expoagro) Sede e Parque de Expo...,Itapemirim,ES,Artístico/Cultural/Folclórico
2016-09-11,5ª Sagra Della Polenta,Urussanga,SC,Artístico/Cultural/Folclórico
2016-09-11,52ª Expofeira Agropecuária,Macapá,AP,Comercial ou Promocional
2016-09-11,38 Expoalta,Altamira,PA,Rural
2016-09-11,14º Festival de Sanfonas E Concertinas,Santa Teresa,ES,Artístico/Cultural/Folclórico
2016-09-10,Torneio Aberto de Golfe de Poços de Caldas,Poços de Caldas,MG,Esportivo
2016-09-10,Festival dos Pioneiros,Boa Vista,RR,Artístico/Cultural/Folclórico
2016-09-10,Festa do Congo (Congada),Santo Antônio da Alegria,SP,Artístico/Cultural/Folclórico
2016-09-10,Concurso de Bandas e Fanfarras,Itaituba,PA,Social/Cívico/Histórico
2016-09-08,Semana da Pátria,Macapá,AP,Social/Cívico/Histórico
2016-09-08,Projeto circulando com arte,Moju,PA,Artístico/Cultural/Folclórico
2016-09-08,Festa Nossa Senhora de Nazareth,Caeté,MG,Religioso
2016-09-08,Exposição Agropecuária do Estado do Maranhão,São Luís,MA,Comercial ou Promocional
2016-09-08,Aniversário da Cidade,São Luís,MA,Social/Cívico/Histórico
2016-09-07,TOPETUR - Torneio de Pesca ao Tucunaré de Rubineia,Rubinéia,SP,Esportivo
2016-09-07,Sinfonia na Praia,Guarujá,SP,Social/Cívico/Histórico
2016-09-07,Semana da Pátria,Ponta de Pedras,PA,Social/Cívico/Histórico
2016-09-07,Semana da Pátria,Cametá,PA,Social/Cívico/Histórico
2016-09-07,Festival do Caranguejo,Aracaju,SE,Gastronômico
2016-09-07,Festa do Tropeiro,Rancharia,SP,Artístico/Cultural/Folclórico
2016-09-07,Dia da Independência,Novo Repartimento,PA,Artístico/Cultural/Folclórico
2016-09-07,Desfile em homenagem a independência,Cachoeira do Arari,PA,Artístico/Cultural/Folclórico
2016-09-07,Desfile do 7 de setembro,Goiânia,GO,Social/Cívico/Histórico
2016-09-07,Desfile de 7 de setembro,Rio Maria,PA,Artístico/Cultural/Folclórico
2016-09-07,Desfile Cívico de Mantenópolis,Mantenópolis,ES,Social/Cívico/Histórico
2016-09-07,7 de setembro Independencia do Brasil,Americana,SP,Social/Cívico/Histórico
2016-09-05,Dia Municipal do Regueiro,São Luís,MA,Artístico/Cultural/Folclórico
2016-09-04,Semana Bassano Vaccarini,Altinópolis,SP,Artístico/Cultural/Folclórico
2016-09-04,Motonave,Navegantes,SC,Esportivo
2016-09-04,Festival do Pastel e Caldo de Cana,Araraquara,SP,Gastronômico
2016-09-04,Festival Cultura e Gastronomia Tiradentes,Tiradentes,MG,Gastronômico
2016-09-04,Festa do Tropeiro,Tarumã,SP,Artístico/Cultural/Folclórico
2016-09-04,Festa Agropecuária de Maracajá,Novo Repartimento,PA,Rural
2016-09-04,FILO – Festival Internacional de Londrina,Londrina,PR,Artístico/Cultural/Folclórico
2016-09-04,Exposição agropecuária de Rio Maria,Rio Maria,PA,Rural
2016-09-04,Expoacre Juruá,Cruzeiro do Sul,AC,Comercial ou Promocional
2016-09-02,Aniversário do Distrito de Vitória da Conquista,Novo Repartimento,PA,Artístico/Cultural/Folclórico
2016-08-31,Italemanha - Festival Ítalo - Germânico,Marechal Floriano,ES,Artístico/Cultural/Folclórico
2016-08-31,Festival Folclorico,Itariri,SP,Artístico/Cultural/Folclórico
2016-08-31,Festejo Vila Nova,Santa Maria das Barreiras,PA,Religioso
2016-08-31,Festa do Menino da Tabua,Maracaí,SP,Religioso
2016-08-31,Círio de São Raimundo,Baião,PA,Religioso
2016-08-30,Parada da Diversidade,Bauru,SP,Artístico/Cultural/Folclórico
2016-08-30,Feira Agrocultural de Moju,Moju,PA,Artístico/Cultural/Folclórico
2016-08-28,XV EXPOANR - Exposição Agropecuária de Novo Repartimento,Novo Repartimento,PA,Rural
2016-08-28,O Maior São João do Cerrado,Brasília,DF,Junino
2016-08-28,Festival de Cirandas,Manacapuru,AM,Artístico/Cultural/Folclórico
2016-08-28,Festival de Arte Popular e Música Instrumental de Cavalcante,Cavalcante,GO,Artístico/Cultural/Folclórico
2016-08-28,Festa do Sanfoneiro e Exposição Agropecuária,Conceição do Castelo,ES,Artístico/Cultural/Folclórico
2016-08-28,Festa das Orquídeas e do Peixe,Maripá,PR,Gastronômico
2016-08-28,Circuito Gastronômico Internacional Olímpico,Petrópolis,RJ,Gastronômico
2016-08-28,Caminhada Ecológica,Guarujá,SP,Esportivo
2016-08-28,Bunka-Sai – Festival da Cultura do Japão,Petrópolis,RJ,Artístico/Cultural/Folclórico
2016-08-28,61ª Festa do Peão de Boiadeiro de Barretos,Barretos,SP,Artístico/Cultural/Folclórico
2016-08-28,44ª Exposição Nacional de Orquídeas,Poços de Caldas,MG,Comercial ou Promocional
2016-08-27,Festival do Camarão,Ilhabela,SP,Gastronômico
2016-08-27,Festival de Igatu 2016,Andaraí,BA,Ecoturismo
2016-08-27,Festival Cultura e Gastronomia de Tiradentes,Tiradentes,MG,Gastronômico
2016-08-27,36ª Noite Itaiana,Antônio Prado,RS,Gastronômico
2016-08-26,Copa Rotary de futsal (Rotary Club),Xinguara,PA,Esportivo
2016-08-23,Encontro de Cururueiros,Pardinho,SP,Artístico/Cultural/Folclórico
2016-08-22,V Encontro de Muladeiros de Canaã dos Carajás,Canaã dos Carajás,PA,Rural
2016-08-22,Festival do folclore,Ponta de Pedras,PA,Artístico/Cultural/Folclórico
2016-08-22,Festival Brevense de Folclore,Breves,PA,Artístico/Cultural/Folclórico
2016-08-22,Festa do Folclore,São Simão,SP,Artístico/Cultural/Folclórico
2016-08-21,Procissão Pluvial Nossa Senhora das Graças,Itumbiara,GO,Religioso
2016-08-21,Jogos Olímpicos Rio 2016,Belo Horizonte,MG,Esportivo
2016-08-21,Festividade de São Benedito,Cametá,PA,Religioso
2016-08-21,Festa do Folclore,Taubaté,SP,Artístico/Cultural/Folclórico
2016-08-21,Festa da Mexerica,Belo Vale,MG,Artístico/Cultural/Folclórico
2016-08-21,Dia do Patrimônio,Pelotas,RS,Artístico/Cultural/Folclórico
2016-08-21,Desfile Aniversário de Barretos,Barretos,SP,Social/Cívico/Histórico
2016-08-20,XIII Festival Internacional de Folclore de Passo Fundo,Passo Fundo,RS,Artístico/Cultural/Folclórico
2016-08-20,Fórum Nacional de Turismo Religioso - 2ª EDIÇÃO,Natal,RN,Religioso
2016-08-20,Festival do Folclore,Mata de São João,BA,Artístico/Cultural/Folclórico
2016-08-20,Festa das Flores,Pilões,PB,Religioso
2016-08-20,Feira Internacional de Pedras Preciosas - FIPP 2016,Teófilo Otoni,MG,Comercial ou Promocional
2016-08-20,Brotas Gourmet,Brotas,SP,Gastronômico
2016-08-20,Baile das rainhas,Rio Maria,PA,Rural
2016-08-20,2ª edição do Fórum Nacional de Turismo Religioso,Natal,RN,Religioso
2016-08-18,Festa de São Joaquim,Mazagão,AP,Religioso
2016-08-18,FEAPP ( Feira Agropecuária de Pedregulho),Pedregulho,SP,Artístico/Cultural/Folclórico
2016-08-16,IX Semana Missionária,Canaã dos Carajás,PA,Religioso
2016-08-16,Festa de Nossa Senhora do Pilar,Antonina,PR,Religioso
2016-08-15,Romaria Kalunga do Vão de Almas,Cavalcante,GO,Religioso
2016-08-15,Novenário de Nossa Senhora da Glória,Cruzeiro do Sul,AC,Religioso
2016-08-15,Festa da Padroeira de Antonina,Antonina,PR,Religioso
2016-08-15,Festa Nossa Senhora do Bom Sucesso,Caeté,MG,Religioso
2016-08-15,Festa Nossa Senhora D'Abadia,Uberaba,MG,Religioso
2016-08-15,Encontro de Carros Antigos,Guarujá,SP,Comercial ou Promocional
2016-08-14,XXXIV Festival da Cachaça Cultura e Sabores de Paraty,Parati,RJ,Gastronômico
2016-08-14,XVª Festa do Vinho,Urussanga,SC,Artístico/Cultural/Folclórico
2016-08-14,Grande Cavalgada na Terra do Forró,Ibicuí,BA,Artístico/Cultural/Folclórico
2016-08-14,Festival Gastronômico,Caldas Novas,GO,Gastronômico
2016-08-14,Festa do Peão de Boiadeiro,Timburi,SP,Artístico/Cultural/Folclórico
2016-08-14,Festa do Co-Padroeiros,Pardinho,SP,Religioso
2016-08-14,Festa do Aipim,Itaguaí,RJ,Gastronômico
2016-08-14,Festa da Pinga,Timburi,SP,Artístico/Cultural/Folclórico
2016-08-14,FENAFEP - Festa Nacional do Feijão Preto,Prudentópolis,PR,Gastronômico
2016-08-14,Círio da comunidade de Caju-Úna,Soure,PA,Artístico/Cultural/Folclórico
2016-08-14,52º Festival de Folclore de Olímpia,Olímpia,SP,Artístico/Cultural/Folclórico
2016-08-13,Degustando o Brasil,Campina Grande,PB,Gastronômico
2016-08-13,Aviva Tarumã,Tarumã,SP,Religioso
2016-08-11,Cavalgada do Ferreirinha,Pardinho,SP,Artístico/Cultural/Folclórico
2016-08-10,Festa do Pescador,Castilho,SP,Social/Cívico/Histórico
2016-08-10,Caminhada Ecológica - Itariri à Iguape,Itariri,SP,Ecoturismo
2016-08-09,Festa das Nações,Severínia,SP,Artístico/Cultural/Folclórico
2016-08-09,Campeonato Municipal Xinguarense - 1ª Divisão,Xinguara,PA,Esportivo
2016-08-08,Festival Literário de Votuporanga,Votuporanga,SP,Artístico/Cultural/Folclórico
2016-08-08,Festa em Louvor ao Senhor Bom Jesus de Iguape,Iguape,SP,Religioso
2016-08-08,17º Paranaguá Motos,Paranaguá,PR,Esportivo
2016-08-07,Semana Cultural Japonesa,Lins,SP,Artístico/Cultural/Folclórico
2016-08-07,Macapá Verão,Macapá,AP,Artístico/Cultural/Folclórico
2016-08-07,Festa do Senhor Bom Jesus do Livramento - Padroeiro de Bananal,Bananal,SP,Religioso
2016-08-07,Festa do Senhor Bom Jesus da Cana Verde,Siqueira Campos,PR,Religioso
2016-08-07,Festa do Bom Jesus do Ribeirão Grande,Pardinho,SP,Religioso
2016-08-07,Festa do Bom Jesus do Ribeirão Grande,Adolfo,SP,Religioso
2016-08-07,Festa Nacional da Tilapia,Guaramirim,SC,Gastronômico
2016-08-07,Feira do Produtor Rural,Tarumã,SP,Rural
2016-08-07,FIFAT- Festival Internacional de Folclore e Artes Tradicionais,Pirenópolis,GO,Artístico/Cultural/Folclórico
2016-08-07,Entfest,Elisiário,SP,Artístico/Cultural/Folclórico
2016-08-07,Arraial Gastronômico,São Sebastião,SP,Gastronômico
2016-08-07,Afemor - Associação Festa Do Morango,Domingos Martins,ES,Gastronômico
2016-08-07,19ª Festa do Vinho e da Uva,Santa Teresa,ES,Gastronômico
2016-08-06,Sinfonia das Águas,Poços de Caldas,MG,Artístico/Cultural/Folclórico
2016-08-06,Festa do bom Odori,Mata de São João,BA,Artístico/Cultural/Folclórico
2016-08-06,Feira Avirrp,Ribeirão Preto,SP,Comercial ou Promocional
2016-08-06,19º CONSTRUSUL - Feira Internacional de Construção,Novo Hamburgo,RS,Comercial ou Promocional
2016-08-04,Bon Odori,Bauru,SP,Artístico/Cultural/Folclórico
2016-08-01,Viva Bauru - Festa do Sanduíche Bauru - Aniversário da Cidade.,Bauru,SP,Social/Cívico/Histórico
2016-08-01,Aniversário da Cidade - Fundação da Cidade,Americana,SP,Social/Cívico/Histórico
2016-07-31,XXIII Festival Internacional de Inverno de Música Erudita e Popular d...,Domingos Martins,ES,Artístico/Cultural/Folclórico
2016-07-31,Verão Folia,Breves,PA,Outro
2016-07-31,Veraneio 2016,Santa Maria das Barreiras,PA,Artístico/Cultural/Folclórico
2016-07-31,Temporada de Sol e Praia,Aruanã,GO,Outro
2016-07-31,Temporada de Férias,São Miguel do Araguaia,GO,Outro
2016-07-31,Souzel fest,Senador José Porfírio,PA,Social/Cívico/Histórico
2016-07-31,Macapá Verão,Macapá,AP,Outro
2016-07-31,Itaverão,Itaituba,PA,Esportivo
2016-07-31,Inverno nas Montanhas e Tour Gastronômico,Bueno Brandão,MG,Gastronômico
2016-07-31,Inverno das Artes,Belo Horizonte,MG,Artístico/Cultural/Folclórico
2016-07-31,Festividade de São Francisco de Paula,Muaná,PA,Religioso
2016-07-31,Festival do Inajá,Macapá,AP,Outro
2016-07-31,Festival do Chocolate,Ribeirão Pires,SP,Gastronômico
2016-07-31,Festival do Cacau,Itaituba,PA,Artístico/Cultural/Folclórico
2016-07-31,Festival de Verão,Muaná,PA,Outro
2016-07-31,Festival de Inverno e Literário,Itapevi,SP,Artístico/Cultural/Folclórico
2016-07-31,Festival de Inverno do Sesc,Petrópolis,RJ,Outro
2016-07-31,Festival Cultural Juabense,Cametá,PA,Artístico/Cultural/Folclórico
2016-07-31,Festa do Sol,Palestina do Pará,PA,Esportivo
2016-07-31,Fest Leite,Rancharia,SP,Rural
2016-07-31,FESTIQUEIJO - Festival do Queijo,Carlos Barbosa,RS,Gastronômico
2016-07-31,Exposição Nacional de Orquídeas,Bauru,SP,Científico ou Técnico
2016-07-31,Expoacre,Rio Branco,AC,Comercial ou Promocional
2016-07-31,Ecopraia da Tartaruga,Peixe,TO,Outro
2016-07-31,Apoio de Eventos de Festas Juninas,Anápolis,GO,Junino
2016-07-31,Aniversário de Trindade,Trindade,GO,Social/Cívico/Histórico
2016-07-31,6º Festival de Verão,Baião,PA,Outro
2016-07-31,42ª Circuito Cultural - Festa dos Pés de Pomba,Barão de Cocais,MG,Artístico/Cultural/Folclórico
2016-07-31,3º Festival de Inverno,Presidente Prudente,SP,Artístico/Cultural/Folclórico
2016-07-31,24º Encontro de Carros Antigos da Posse,Petrópolis,RJ,Comercial ou Promocional
2016-07-31,"VII Festival de Fondues, Racletes, Caldos e Cremes",Petrópolis,RJ,Gastronômico
2016-07-31,"Festival de Inverno ""Arte no Inverno da Serra""",São Bento do Sapucaí,SP,Artístico/Cultural/Folclórico
2016-07-31,"6º Noivas, Festas e Eventos",Poços de Caldas,MG,Comercial ou Promocional
2016-07-30,Festival de Inverno,Serra Negra,SP,Artístico/Cultural/Folclórico
2016-07-30,Festival Vale do Café,Vassouras,RJ,Social/Cívico/Histórico
2016-07-30,Festa da Padroeira,Itapirapuã Paulista,SP,Religioso
2016-07-30,Dia do Contitucionalista - Feriado Estadual Homenagem Revolução 1932,Americana,SP,Social/Cívico/Histórico
2016-07-30,Carnachoeira,Cachoeira do Arari,PA,Outro
2016-07-29,Festa do Pescador,Novo Repartimento,PA,Esportivo
2016-07-28,Literatura Vida e Alegria,Cametá,PA,Artístico/Cultural/Folclórico
2016-07-28,Festsol,Porto de Moz,PA,Artístico/Cultural/Folclórico
2016-07-28,Festival de Inverno,Bauru,SP,Artístico/Cultural/Folclórico
2016-07-28,Festa de SãoTiago,Mazagão,AP,Religioso
2016-07-27,Transferência da Capital do Estado para a Cidade,Goiás,GO,Social/Cívico/Histórico
2016-07-26,Festividade de Santana,Breves,PA,Junino
2016-07-26,Festejo da padroeira do município,Santa Maria das Barreiras,PA,Religioso
2016-07-26,Festa de Sant'Ana,Belo Vale,MG,Religioso
2016-07-25,Formosa Prosa e Viola,Anápolis,GO,Artístico/Cultural/Folclórico
2016-07-25,Festa Santana,Cavalcante,GO,Religioso
2016-07-24,VII Inverno Moto Fest,Santa Teresa,ES,Esportivo
2016-07-24,PHN,Cachoeira Paulista,SP,Religioso
2016-07-24,JulhoFest - Festival de Inverno de Poços de Caldas,Poços de Caldas,MG,Artístico/Cultural/Folclórico
2016-07-24,Festival de Inverno,Rancharia,SP,Outro
2016-07-24,Festa do Peão de Itatinga,Itatinga,SP,Artístico/Cultural/Folclórico
2016-07-24,Festa do Colono,Santa Maria de Jetibá,ES,Rural
2016-07-24,Cineramabc - Festival Internacional de Cinema em Balneário Camboriú,Balneário Camboriú,SC,Artístico/Cultural/Folclórico
2016-07-24,Cavalgada de Abertura da Expoacre,Rio Branco,AC,Artístico/Cultural/Folclórico
2016-07-24,Arraiá Caiçara,São Sebastião,SP,Junino
2016-07-24,Aniversário de Santos Dumont,Petrópolis,RJ,Social/Cívico/Histórico
2016-07-23,VI Vaquejada,Novo Repartimento,PA,Rural
2016-07-23,Procissão Fluvial de Nossa Senhora Santana,Itaituba,PA,Religioso
2016-07-23,Festival de Inverno de Antonina,Antonina,PR,Artístico/Cultural/Folclórico
2016-07-23,Festival Anarriê de Danças de Quadrilha,Itariri,SP,Junino
2016-07-23,FENFIT - Festival Nacional de Forró de Itaúnas,Conceição da Barra,ES,Artístico/Cultural/Folclórico
2016-07-23,48º Festival de Inverno UFMG,Belo Horizonte,MG,Artístico/Cultural/Folclórico
2016-07-20,9ª Romaria da floresta,Anapu,PA,Ecoturismo
2016-07-18,Festival Sementes do Rock,Pardinho,SP,Artístico/Cultural/Folclórico
2016-07-17,XV Festival do Caranguejo,Barcarena,PA,Gastronômico
2016-07-17,Vaquejada,Barreirinhas,MA,Artístico/Cultural/Folclórico
2016-07-17,VI Cavalgada do agricultor e 4ª festa do peão - Projeto Tuerê,Novo Repartimento,PA,Rural
2016-07-17,Festival folclórico,Itaituba,PA,Junino
2016-07-17,Festival de MPB Sede,Itapemirim,ES,Artístico/Cultural/Folclórico
2016-07-17,Festival da Banana,Muaná,PA,Gastronômico
2016-07-17,Festival Gastronômico,Pomerode,SC,Gastronômico
2016-07-17,Festa do Leite,Batatais,SP,Rural
2016-07-17,Feira do Bordado de Ibitinga,Ibitinga,SP,Comercial ou Promocional
2016-07-17,Expo Moto Show,São Pedro,SP,Comercial ou Promocional
2016-07-17,Carnaval Fora de Época,Breu Branco,PA,Artístico/Cultural/Folclórico
2016-07-17,27ª Feira de Artesanato Rural,Poços de Caldas,MG,Rural
2016-07-17,19ª Parada do Orgulho LGBT de Belo Horizonte,Belo Horizonte,MG,Social/Cívico/Histórico
2016-07-17,16º Festival de Inverno da Dell’Arte,Petrópolis,RJ,Artístico/Cultural/Folclórico
2016-07-17,14º Savassi Festival,Belo Horizonte,MG,Artístico/Cultural/Folclórico
2016-07-17,13º Festival de Inverno,Campo Alegre,SC,Artístico/Cultural/Folclórico
2016-07-17,10º Forró Bobó,Anchieta,ES,Gastronômico
2016-07-16,Projeto Rap Hour,Bauru,SP,Artístico/Cultural/Folclórico
2016-07-16,III São Lourenço Jazz & Blues Festival,São Lourenço,MG,Artístico/Cultural/Folclórico
2016-07-16,Festival de Inverno da UFPR,Antonina,PR,Artístico/Cultural/Folclórico
2016-07-16,Festa de Nossa Senhora do Carmo,Cametá,PA,Junino
2016-07-16,Festa Beneficente do Churrasco da Vila Vicentina,Bauru,SP,Gastronômico
2016-07-12,Campeonato Paulista de Paraglaider (Etapa),Santo Antônio da Alegria,SP,Esportivo
2016-07-12,13º Professional Fair - Feira Profissional da Beleza,Belo Horizonte,MG,Comercial ou Promocional
2016-07-11,O Batuque da Caçada da Rainha,Colinas do Sul,GO,Artístico/Cultural/Folclórico
2016-07-10,XIV Festival do Açaí,Barcarena,PA,Gastronômico
2016-07-10,Semana Nenete de Música Caipira,Pirassununga,SP,Gastronômico
2016-07-10,Novenário e Festa de São Pedro,Ibicuí,BA,Religioso
2016-07-10,Forró de Curvelo,Curvelo,MG,Artístico/Cultural/Folclórico
2016-07-10,Festival do Camarão,São Sebastião,SP,Gastronômico
2016-07-10,Festa da Mandioca,Santa Maria da Serra,SP,Gastronômico
2016-07-10,Festa Dos Caminhoneiros,Iconha,ES,Comercial ou Promocional
2016-07-10,FEVEST,Nova Friburgo,RJ,Moda
2016-07-10,Círio da comunidade do céu,Soure,PA,Religioso
2016-07-10,Caçada da Rainha,Cavalcante,GO,Artístico/Cultural/Folclórico
2016-07-10,Aniversário de Emancipação Político/administrativa,Bananal,SP,Social/Cívico/Histórico
2016-07-10,13º Antigomobilismo Barretos,Barretos,SP,Outro
2016-07-10,"FESCAFÉ - Feira do Café, Indústria, Comércio e Pecuária",Ribeirão Claro,PR,Rural
2016-07-10,"6ª Festa Nacional da Tainha - 39ª Festa do Pescador, 31ª Festa da T...",Paranaguá,PR,Gastronômico
2016-07-09,Semana Internacional de Vela de Ilhabela,Ilhabela,SP,Esportivo
2016-07-09,Quermesse de Balbinos,Balbinos,SP,Junino
2016-07-09,Corrida Internacional 9 de julho,Boa Vista,RR,Esportivo
2016-07-09,Caminhada de Fé com Nossa Senhora Santana,Itaituba,PA,Religioso
2016-07-06,Revezamento Tocha Olímpica,Pelotas,RS,Esportivo
2016-07-05,Festa Agropecuária de Itaguaí - Expo Itaguaí,Itaguaí,RJ,Artístico/Cultural/Folclórico
2016-07-04,II Marcha para Jesus,Novo Repartimento,PA,Religioso
2016-07-03,XXVII Bauerfest-Festa do Colono Alemão,Petrópolis,RJ,Artístico/Cultural/Folclórico
2016-07-03,Virada Cultural,Belo Horizonte,MG,Artístico/Cultural/Folclórico
2016-07-03,São João,Campina Grande,PB,Junino
2016-07-03,Romaria de Trindade,Trindade,GO,Religioso
2016-07-03,Poços é Jazz Festival,Poços de Caldas,MG,Artístico/Cultural/Folclórico
2016-07-03,Festival de Quadrilhas,Itapemirim,ES,Junino
2016-07-03,Festival Junino,Cametá,PA,Junino
2016-07-03,Festa em Louvor a São Pedro,Guarujá,SP,Religioso
2016-07-03,Festa de São Pedro Pescador,São Sebastião,SP,Junino
2016-07-03,FLIP - Festa Literária Internacional de Paraty,Parati,RJ,Artístico/Cultural/Folclórico
2016-07-03,Exposição Agrícola de Lins,Lins,SP,Rural
2016-07-03,Arrastão do Pavulagem,Belém,PA,Artístico/Cultural/Folclórico
2016-07-03,Arraiá da Capitá,Belém,PA,Junino
2016-07-03,Arraiá No Meio do Mundo,Macapá,AP,Junino
2016-07-03,Arraial de Belô,Belo Horizonte,MG,Junino
2016-07-03,Arraial de Belô 2016,Belo Horizonte,MG,Junino
2016-07-03,Arraial Cultural,Rio Branco,AC,Junino
2016-07-02,Forrozão Marajoara,Barcarena,PA,Junino
2016-07-02,Arraiá de Cumpade,Campina Grande,PB,Junino
2016-07-02,Arraial de Todos os Santos,Belém,PA,Junino
2016-07-02,Arraial Macuxi,Boa Vista,RR,Junino
2016-06-30,Quadra Junina,Macapá,AP,Junino
2016-06-30,Festividades ao Padroeiro Santo Antônio,Americana,SP,Religioso
2016-06-30,Festejos Juninos,Guarujá,SP,Junino
2016-06-30,Festa junina,Palestina do Pará,PA,Junino
2016-06-30,Festa do Peão Boiadeiro de Americana,Americana,SP,Artístico/Cultural/Folclórico
2016-06-30,Festa do Milho Verde,Lençóis Paulista,SP,Gastronômico
2016-06-30,Dia da Comunidade Italiana,Americana,SP,Social/Cívico/Histórico
2016-06-30,Desfile de Carros de Boi,Trindade,GO,Religioso
2016-06-30,Arrairão,Muaná,PA,Junino
2016-06-29,São João do Maranhão,São Luís,MA,Junino
2016-06-29,São João de Caruaru,Caruaru,PE,Artístico/Cultural/Folclórico
2016-06-29,Forrocajú,Aracaju,SE,Junino
2016-06-29,Festividade de São Pedro,Cachoeira do Arari,PA,Junino
2016-06-29,Festejo de Casa de Tabua,Santa Maria das Barreiras,PA,Religioso
2016-06-29,Festejo São João Batista,Santa Maria das Barreiras,PA,Junino
2016-06-29,Festejo São João Batista,Alenquer,PA,Junino
2016-06-29,Festa de São Pedro,Itararé,SP,Religioso
2016-06-28,Tradicional São Pedro de Riacho da Cruz,Riacho da Cruz,RN,Junino
2016-06-28,São Pedro,Luís Domingues,MA,Junino
2016-06-28,Festança junina,Cachoeira do Arari,PA,Junino
2016-06-26,São João em Ibicuí,Ibicuí,BA,Artístico/Cultural/Folclórico
2016-06-26,São João de Cruz das Almas,Cruz das Almas,BA,Artístico/Cultural/Folclórico
2016-06-26,Rodeio,Ibaté,SP,Rural
2016-06-26,Mossoró Cidade Junina,Mossoró,RN,Junino
2016-06-26,Marcha para Jesus,Itaituba,PA,Religioso
2016-06-26,Gramado Wine and Jazz,Gramado,RS,Gastronômico
2016-06-26,Festival junino,Novo Repartimento,PA,Junino
2016-06-26,Festival Fartura São Paulo,São Paulo,SP,Gastronômico
2016-06-26,Festa em Louvor a São João,Guarujá,SP,Junino
2016-06-26,Exposição de Carros Antigos de Antonina,Antonina,PR,Artístico/Cultural/Folclórico
2016-06-26,Arraiá de Itumbiara,Itumbiara,GO,Junino
2016-06-26,Arraial Junino Municipal,Barcarena,PA,Junino
2016-06-26,25ª Festa do Imigrante Italiano,Santa Teresa,ES,Artístico/Cultural/Folclórico
2016-06-25,São João de Petrolina,Petrolina,PE,Artístico/Cultural/Folclórico
2016-06-25,São João de Patos,Patos,PB,Artístico/Cultural/Folclórico
2016-06-25,São João Elétrico,Porto Seguro,BA,Artístico/Cultural/Folclórico
2016-06-25,Salvaterra na Roça,Salvaterra,PA,Junino
2016-06-25,Festival Junino,Breu Branco,PA,Junino
2016-06-25,Festejos Juninos,Mata de São João,BA,Junino
2016-06-25,Concurso de Quadrilha Junina Estudantil de Porto Seguro,Porto Seguro,BA,Artístico/Cultural/Folclórico
2016-06-25,Arraial da Serra,Cuité,PB,Artístico/Cultural/Folclórico
2016-06-25,10º Festival Junino,Baião,PA,Junino
2016-06-24,São João da Gente,Juru,PB,Artístico/Cultural/Folclórico
2016-06-24,Jubileu São João Batista,Barão de Cocais,MG,Artístico/Cultural/Folclórico
2016-06-24,Boa Vista Junina,Boa Vista,RR,Junino
2016-06-24,Arraial do Banho de São João de Corumbá,Corumbá,MS,Junino
2016-06-22,AMAZÔNIA SKATE ROCK,Santarém,PA,Artístico/Cultural/Folclórico
2016-06-21,Festa do Peixe em Comemoração ao Dia do Pescador,Aruanã,GO,Artístico/Cultural/Folclórico
2016-06-21,Encontro Nacional de Carros Antigos,Santo Antônio da Alegria,SP,Esportivo
2016-06-20,Aniversário da Cidade,Peixe,TO,Artístico/Cultural/Folclórico
2016-06-19,VIII Festitália,Alfredo Chaves,ES,Gastronômico
2016-06-19,Food Truck and Beer Festival,Petrópolis,RJ,Gastronômico
2016-06-19,Festividade de São Benedito,Senador José Porfírio,PA,Religioso
2016-06-19,Festival do Piau e do Aracú,Itaituba,PA,Artístico/Cultural/Folclórico
2016-06-19,Festival Gastronômico de Pirenópolis,Pirenópolis,GO,Gastronômico
2016-06-19,Festa da Cerejeira,Apucarana,PR,Artístico/Cultural/Folclórico
2016-06-19,Festa Agropecuária De Santa Maria Das Barreiras,Santa Maria das Barreiras,PA,Artístico/Cultural/Folclórico
2016-06-19,Feira do Morango,Santa Maria de Jetibá,ES,Científico ou Técnico
2016-06-19,5ª Corrida do Imigrante,Santa Teresa,ES,Esportivo
2016-06-19,1º Campeonato Brasileiro de Orientação em Rio Quente,Rio Quente,GO,Ecoturismo
2016-06-19,11º Santa Cruz Rodeio Show,Santa Cruz da Esperança,SP,Artístico/Cultural/Folclórico
2016-06-18,Tradicional Festa de Santo Antônio,Itariri,SP,Religioso
2016-06-18,São João de Maracanaú,Maracanaú,CE,Artístico/Cultural/Folclórico
