id_evento,data_evento,nome_evento,cidade_evento,estado_evento,categoria_evento
12456,2019-03-31,Exporingo,Lagarto,SE,Rural
12457,2019-03-31,EXPOSIÇÃO FACA CEGA,Belo Horizonte,MG,Outro
12458,2019-03-31,DESAFIO DOS VENTOS,Extrema,MG,Esportivo
12459,2019-03-31,Corrida e Caminhada Ação Mulher,Sertãozinho,SP,Esportivo
12460,2019-03-31,Campeonato Paulista de Hóquei In-Line,Sertãozinho,SP,Esportivo
12461,2019-03-31,CORRIDA DO AMÉRICA 2019,Belo Horizonte,MG,Esportivo
12462,2019-03-31,3 VI SÃO JOÃO,São João Nepomuceno,MG,Artístico/Cultural/Folclórico
12463,2019-03-31,1° Bike Ventura,Boa Ventura de São Roque,PR,Esportivo
12464,2019-03-30,VILLA MIX FESTIVAL 2019,Belo Horizonte,MG,Outro
12465,2019-03-30,ST. PATRICKS RUN 2019,Belo Horizonte,MG,Esportivo
12466,2019-03-30,PAIXÃO DE CRISTO,Igarapé-Miri,PA,Religioso
12467,2019-03-30,MPB SHOW 5 EDIÇÃO - FÁBIO JÚNIOR,Divinópolis,MG,Artístico/Cultural/Folclórico
12468,2019-03-30,ENCONTRO MINEIRO DE NEUROPSICOLOGIA ESCOLAR 1/2019,Belo Horizonte,MG,Científico ou Técnico
12469,2019-03-30,ANIVERSÁRIO DO MUSEU DO TROPEIRO,Itabira,MG,Artístico/Cultural/Folclórico
12470,2019-03-30,6 CAVALGADA DOS AMIGOS,Tumiritinga,MG,Rural
12471,2019-03-30,30 DE MARÇO - LIBERTAÇÃO DOS ESCRAVOS,Benevides,PA,Social/Cívico/Histórico
12472,2019-03-29,FEMEC 2019,Uberlândia,MG,Outro
12473,2019-03-29,"FIMMA BRASIL 2019 - FEIRA INTERNACIONAL DE MÁQUINAS, MÁTERIAS-PRIMAS...",Bento Gonçalves,RS,Científico ou Técnico
12474,2019-03-28,CONGRESSO INFOVAREJO 2019,Belo Horizonte,MG,Outro
12475,2019-03-28,ANIVERSÁRIO DO MUNICÍPIO DE AUGUSTO CORRÊA,Augusto Corrêa,PA,Social/Cívico/Histórico
12476,2019-03-25,ANIVERSÁRIO DE BAGRE,Bagre,PA,Social/Cívico/Histórico
12477,2019-03-24,Trilha da Amizade,Pitanga,PR,Esportivo
12478,2019-03-24,TORNEIO DE PESCA ESPORTIVA,Carmo do Cajuru,MG,Esportivo
12479,2019-03-24,Semana Padre Cícero,Juazeiro do Norte,CE,Religioso
12480,2019-03-24,SALÃO DO ESTUDANTE,Belo Horizonte,MG,Outro
12481,2019-03-24,MARATHON CUP,Goianá,MG,Esportivo
12482,2019-03-24,ITABIRITO OPEN DE NATAÇÃO,Itabirito,MG,Esportivo
12483,2019-03-24,Cactus Moto Fest,Currais Novos,RN,Social/Cívico/Histórico
12484,2019-03-24,CORRIDA À FANTASIA CIDADE JARDIM,Belo Horizonte,MG,Esportivo
12485,2019-03-24,COPA VALE DO AÇO DE MTB,Coronel Fabriciano,MG,Esportivo
12486,2019-03-24,ANIVERSÁRIO FELIXLÂNDIA,Felixlândia,MG,Artístico/Cultural/Folclórico
12487,2019-03-24,1° Etapa da Copa Capixaba de Mountain Bike,Santa Teresa,ES,Ecoturismo
12488,2019-03-24,10ª MOSTRA FLORES E FEIRA AGROINDUSTRIAL,Flores da Cunha,RS,Outro
12489,2019-03-23,XXXV SOLTURA DOS QUELÔNIOS,Afuá,PA,Outro
12490,2019-03-23,IV SECIM - SEMINÁRIO DE CIRURGIA MÉDICA PUC MINAS,Belo Horizonte,MG,Outro
12491,2019-03-23,FEIRA DO LIVRO DE TAPEJARA,Tapejara,RS,Comercial ou Promocional
12492,2019-03-23,ENCONTRO DE EMPREENDEDORISMO FEMININO - VOE MULHER,Belo Horizonte,MG,Esportivo
12493,2019-03-23,Corrida Cidade de Aracaju 2019,Aracaju,SE,Esportivo
12494,2019-03-23,CAMPEONATO DE FUTEBOL DE CAMPO,Caranaíba,MG,Esportivo
12495,2019-03-23,ANIVERSÁRIO DE ANGUSTURA,Além Paraíba,MG,Social/Cívico/Histórico
12496,2019-03-23,4º CARLOS BARBOSA HARLEY'S DAY,Carlos Barbosa,RS,Comercial ou Promocional
12497,2019-03-22,4 FERAGRO – FEIRA REGIONAL AGROPECUÁRIA,Capelinha,MG,Gastronômico
12498,2019-03-21,ANIVERSÁRIO DA CIDADE,Itaverava,MG,Artístico/Cultural/Folclórico
12499,2019-03-20,O TRABALHO E O IMIGRANTE NA PAISAGEM DO INTERIOR PAULISTA,Brodowski,SP,Científico ou Técnico
12500,2019-03-19,Festa de São Pedro,Indiaroba,SE,Religioso
12501,2019-03-19,Festa de São José,Indiaroba,SE,Religioso
12502,2019-03-19,Festa de São José,Cruzeirinho,CE,Religioso
12503,2019-03-19,Festa de São José em Pontal,Indiaroba,SE,Religioso
12504,2019-03-19,FESTIVIDADE DE SÃO JOSÉ,Anajás,PA,Religioso
12505,2019-03-19,FESTIVIDADE DE SÃO JOSÉ - Padroeiro do Município,Tucuruí,PA,Religioso
12506,2019-03-19,FESTEJO DE SÃO RAIMUNDO  25ª EDIÇÃO,Itupiranga,PA,Religioso
12507,2019-03-19,FESTA DO PADROEIRO SÃO JOSÉ,São José do Divino,MG,Religioso
12508,2019-03-19,FESTA DE SÃO JOSÉ,Jaboticatubas,MG,Religioso
12509,2019-03-19,FEIRA DO PEIXE VIVO,Ponta Grossa,PR,Comercial ou Promocional
12510,2019-03-19,EXPOSIÇÕES ACORDO REI E DESEJO DE PRETO,Belo Horizonte,MG,Artístico/Cultural/Folclórico
12511,2019-03-19,ANIVERSARIO DE 200 ANOS ITAJUBA,Itajubá,MG,Social/Cívico/Histórico
12512,2019-03-18,Roteiro Blumenau Gastronômico - 9ª Edição,Blumenau,SC,Gastronômico
12513,2019-03-18,ESTÉTICA E MICRO FEIRA E CONGRESSO,Belo Horizonte,MG,Outro
12514,2019-03-17,Verão no Jardim da Serra Gaúcha,Nova Petrópolis,RS,Esportivo
12515,2019-03-17,VERÃO NO JARDIM DA SERRA GAÚCHA,Nova Petrópolis,RS,Ecoturismo
12516,2019-03-17,THE WHO’S TOMMY - A ÓPERA ROCK,Belo Horizonte,MG,Outro
12517,2019-03-17,SAINT PATRICKS BEER FEST,Uberlândia,MG,Gastronômico
12518,2019-03-17,OVO - CIRQUE DU SOLEIL,Belo Horizonte,MG,Outro
12519,2019-03-17,FINAL ESTADUAL CIRCUITO VERÃO SESC DE ESPORTES,Torres,RS,Esportivo
12520,2019-03-17,EXPOSIÇÃO CINCO ANOS DO EDITAL MEMORIAL VALE,Belo Horizonte,MG,Artístico/Cultural/Folclórico
12521,2019-03-17,CORRIDA POLICIA FEDERAL CONTRA A CORRUPÇÃO,Belo Horizonte,MG,Esportivo
12522,2019-03-17,66 FEIRA DO BEBÊ E GESTANTE/MODA INFANTO JUVENIL,Belo Horizonte,MG,Outro
12523,2019-03-16,Festival Brasileiro da Cerveja,Blumenau,SC,Gastronômico
12524,2019-03-16,Festival Brasileiro da Cerveja,Blumenau,SC,Comercial ou Promocional
12525,2019-03-16,FESTEJA HAMBURGO VELHO,Novo Hamburgo,RS,Gastronômico
12526,2019-03-16,DIA DA CIDADE,Manhumirim,MG,Social/Cívico/Histórico
12527,2019-03-16,CAVALGADA  DE ARANTINA,Arantina,MG,Social/Cívico/Histórico
12528,2019-03-16,ANIVERSÁRIO DA CIDADE,Leandro Ferreira,MG,Ecoturismo
12529,2019-03-16,9ª Festa Italiana de Guabiruba,Guabiruba,SC,Outro
12530,2019-03-16,6ª Pesca Internacional ao Tucunaré da P.E.S.T.I,Santa Terezinha de Itaipu,PR,Esportivo
12531,2019-03-15,TOQUINHO & IVAN LINS – 50 ANOS DE MÚSICA,Belo Horizonte,MG,Outro
12532,2019-03-15,Feira Brasileira da Cerveja,Blumenau,SC,Comercial ou Promocional
12533,2019-03-15,13 SALÃO DO TURISMO DA ABAV MINAS GERAIS,Belo Horizonte,MG,Outro
12534,2019-03-15,"SIMPÓSIO INTERNACIONAL DE LINGUÍSTICA, COGNIÇÃO E CULTURA - LCC",Belo Horizonte,MG,Outro
12535,2019-03-14,Carnaval de Pontal,Indiaroba,SE,Artístico/Cultural/Folclórico
12536,2019-03-11,FESTA DO PEQUI,Taiobeiras,MG,Gastronômico
12537,2019-03-11,FEIRA DO PEIXE,Teófilo Otoni,MG,Gastronômico
12538,2019-03-11,Concurso Brasileiro da Cerveja,Blumenau,SC,Comercial ou Promocional
12539,2019-03-10,ROMARIA NOSSA SENHORA DA PIETÁ,Três Arroios,RS,Religioso
12540,2019-03-10,PROJETO VERÃO MAIS CULTURA,Dois Irmãos,RS,Outro
12541,2019-03-10,IV PEDAL AVENTURA,Piranguinho,MG,Esportivo
12542,2019-03-10,FESTA DO FEIJÃO,Caraá,RS,Gastronômico
12543,2019-03-10,CARNAVAL DE BELO HORIZONTE 2019,Belo Horizonte,MG,Artístico/Cultural/Folclórico
12544,2019-03-10,BRIQUE NA ESTAÇÃO,Novo Hamburgo,RS,Gastronômico
12545,2019-03-09,FEIRA PÓLEN,Novo Hamburgo,RS,Moda
12546,2019-03-09,FEIRA EXPERIMENTE - NOVA LIMA,Nova Lima,MG,Gastronômico
12547,2019-03-09,CIRCUITO CULTURAL DA PAMPULHA,Belo Horizonte,MG,Artístico/Cultural/Folclórico
12548,2019-03-09,1º FESTIVAL DE MÚSICA POPULAR SERTÃO REGIONAL,Cabrobó,PE,Artístico/Cultural/Folclórico
12549,2019-03-08,Dia Internacional da Mulher,Camocim,CE,Outro
12550,2019-03-08,CARNAVAL,Pains,MG,Artístico/Cultural/Folclórico
12551,2019-03-08,07° Corrida Ação Mulher,Sertãozinho,SP,Esportivo
12552,2019-03-06,II MICARETA CARNAVALESCA DE CURIONÓPOLIS 2019 - SEDE,Curionópolis,PA,Artístico/Cultural/Folclórico
12553,2019-03-06,II FESTIVAL CARNAVALESCO DE SERRA PELADA  2019,Curionópolis,PA,Artístico/Cultural/Folclórico
12554,2019-03-06,Carnaval,Santana de Parnaíba,SP,Artístico/Cultural/Folclórico
12555,2019-03-06,Carnaval de Conceição da Barra,Conceição da Barra,ES,Artístico/Cultural/Folclórico
12556,2019-03-06,CAVALGADA DE FÉ,Tapejara,RS,Rural
12557,2019-03-06,CARNAVAL,Caiana,MG,Artístico/Cultural/Folclórico
12558,2019-03-06,CARNAVAL DO SOL,Jequitinhonha,MG,Outro
12559,2019-03-06,CARNAVAL DE RESENDE COSTA,Resende Costa,MG,Artístico/Cultural/Folclórico
12560,2019-03-06,CARNAVAL DE IJACI,Ijaci,MG,Artístico/Cultural/Folclórico
12561,2019-03-06,CARNAVAL DA PRAINHA,São Pedro do Suaçuí,MG,Artístico/Cultural/Folclórico
12562,2019-03-06,CARNAVAL 2019 “UMA FESTA UFOLÓGICA”,Colares,PA,Artístico/Cultural/Folclórico
12563,2019-03-05,XV TIMBÓ FOLIA,Nova Timboteua,PA,Artístico/Cultural/Folclórico
12564,2019-03-05,Tradicional Carnaval de Rua de Santa Leopoldina,Santa Leopoldina,ES,Artístico/Cultural/Folclórico
12565,2019-03-05,TORRES FOLIA DE RUA,Torres,RS,Artístico/Cultural/Folclórico
12566,2019-03-05,PONTEFOLIA - CARNAVAL 2019,Ponte Nova,MG,Artístico/Cultural/Folclórico
12567,2019-03-05,PIMENTA FOLIA,Pimenta,MG,Artístico/Cultural/Folclórico
12568,2019-03-05,NOVA FOLIA CARNAVAL SHOW.,Nova União,MG,Artístico/Cultural/Folclórico
12569,2019-03-05,NA FARRA - CARNAVAL DO MIRANTE 2019,Belo Horizonte,MG,Científico ou Técnico
12570,2019-03-05,Maracanã Folia,Maracanã,PA,Artístico/Cultural/Folclórico
12571,2019-03-05,MOCAFOLIA,Terra Alta,PA,Artístico/Cultural/Folclórico
12572,2019-03-05,JACFOLIA 2019,Jacutinga,MG,Artístico/Cultural/Folclórico
12573,2019-03-05,Festival do Boteco,Itapetininga,SP,Gastronômico
12574,2019-03-05,Festival Muquiense do Boi Pintadinho,Muqui,ES,Artístico/Cultural/Folclórico
12575,2019-03-05,Colina Folia,Colina,SP,Artístico/Cultural/Folclórico
12576,2019-03-05,Carnaval,Sertãozinho,SP,Artístico/Cultural/Folclórico
12577,2019-03-05,Carnaval,Parati,RJ,Artístico/Cultural/Folclórico
12578,2019-03-05,Carnaval,Oeiras,PI,Artístico/Cultural/Folclórico
12579,2019-03-05,Carnaval,Corumbá,MS,Artístico/Cultural/Folclórico
12580,2019-03-05,Carnaval,Camocim,CE,Outro
12581,2019-03-05,Carnaval,Boa Vista,RR,Artístico/Cultural/Folclórico
12582,2019-03-05,Carnaval – “Carnarimbó”,Marapanim,PA,Artístico/Cultural/Folclórico
12583,2019-03-05,Carnaval na Estância Turística de Itu/SP,Itu,SP,Artístico/Cultural/Folclórico
12584,2019-03-05,Carnaval em São Félix do Xingu,São Félix do Xingu,PA,Artístico/Cultural/Folclórico
12585,2019-03-05,Carnaval em Domingos Martins,Domingos Martins,ES,Artístico/Cultural/Folclórico
12586,2019-03-05,Carnaval em Alter do Chão,Santarém,PA,Artístico/Cultural/Folclórico
12587,2019-03-05,Carnaval de Oeiras do Pará,Oeiras do Pará,PA,Artístico/Cultural/Folclórico
12588,2019-03-05,Carnaval de Itacaré,Itacaré,BA,Artístico/Cultural/Folclórico
12589,2019-03-05,Carnaval de Cajazeiras,Cajazeiras,PB,Artístico/Cultural/Folclórico
12590,2019-03-05,Carnaval da Família,Panorama,SP,Artístico/Cultural/Folclórico
12591,2019-03-05,Carnaval Familia,Bragança Paulista,SP,Artístico/Cultural/Folclórico
12592,2019-03-05,Carnaval Cultural de Pirenópolis,Pirenópolis,GO,Artístico/Cultural/Folclórico
12593,2019-03-05,Carnaval Cultural de Macau,Macau,RN,Artístico/Cultural/Folclórico
12594,2019-03-05,Carnaval Balneário Camboriú,Balneário Camboriú,SC,Artístico/Cultural/Folclórico
12595,2019-03-05,Carnaval 2019,São Miguel do Guamá,PA,Artístico/Cultural/Folclórico
12596,2019-03-05,Carnaval 2019 – Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,ES,Artístico/Cultural/Folclórico
12597,2019-03-05,Carnaluziense,Santa Luzia do Pará,PA,Artístico/Cultural/Folclórico
12598,2019-03-05,Carnailha e Carnaboi,Parintins,AM,Artístico/Cultural/Folclórico
12599,2019-03-05,CarnaOlímpia 2019,Olímpia,SP,Artístico/Cultural/Folclórico
12600,2019-03-05,CASA GRANDE FOLIA,Casa Grande,MG,Artístico/Cultural/Folclórico
12601,2019-03-05,CARNAVERÃO,Bueno Brandão,MG,Artístico/Cultural/Folclórico
12602,2019-03-05,CARNAVEIRO 2019,Aveiro,PA,Artístico/Cultural/Folclórico
12603,2019-03-05,CARNAVALIZA,Caeté,MG,Artístico/Cultural/Folclórico
12604,2019-03-05,CARNAVAL,São Miguel do Anta,MG,Artístico/Cultural/Folclórico
12605,2019-03-05,CARNAVAL,São Francisco do Pará,PA,Artístico/Cultural/Folclórico
12606,2019-03-05,CARNAVAL,Simonésia,MG,Artístico/Cultural/Folclórico
12607,2019-03-05,CARNAVAL,Peçanha,MG,Artístico/Cultural/Folclórico
12608,2019-03-05,CARNAVAL,Pequi,MG,Artístico/Cultural/Folclórico
12609,2019-03-05,CARNAVAL,Minas Novas,MG,Artístico/Cultural/Folclórico
12610,2019-03-05,CARNAVAL,Martinho Campos,MG,Artístico/Cultural/Folclórico
12611,2019-03-05,CARNAVAL,Manhumirim,MG,Artístico/Cultural/Folclórico
12612,2019-03-05,CARNAVAL,Jequeri,MG,Artístico/Cultural/Folclórico
12613,2019-03-05,CARNAVAL,Extrema,MG,Artístico/Cultural/Folclórico
12614,2019-03-05,CARNAVAL,Descoberto,MG,Artístico/Cultural/Folclórico
12615,2019-03-05,CARNAVAL,Catas Altas,MG,Artístico/Cultural/Folclórico
12616,2019-03-05,CARNAVAL,Cataguases,MG,Artístico/Cultural/Folclórico
12617,2019-03-05,CARNAVAL,Carmo do Cajuru,MG,Artístico/Cultural/Folclórico
12618,2019-03-05,CARNAVAL,Carmo de Minas,MG,Artístico/Cultural/Folclórico
12619,2019-03-05,CARNAVAL,Cambuí,MG,Artístico/Cultural/Folclórico
12620,2019-03-05,CARNAVAL,Cabeceira Grande,MG,Outro
12621,2019-03-05,CARNAVAL,Brumadinho,MG,Artístico/Cultural/Folclórico
12622,2019-03-05,CARNAVAL,Bonfim,MG,Outro
12623,2019-03-05,CARNAVAL,Bonfim,MG,Artístico/Cultural/Folclórico
12624,2019-03-05,CARNAVAL,Bicas,MG,Artístico/Cultural/Folclórico
12625,2019-03-05,CARNAVAL,Argirita,MG,Artístico/Cultural/Folclórico
12626,2019-03-05,CARNAVAL,Abaetetuba,PA,Artístico/Cultural/Folclórico
12627,2019-03-05,CARNAVAL VIRA VIRA,Boa Esperança,MG,Artístico/Cultural/Folclórico
12628,2019-03-05,CARNAVAL TERRA FOLIA,Terra Alta,PA,Artístico/Cultural/Folclórico
12629,2019-03-05,CARNAVAL SEDUÇÃO RIO POMBA,Rio Pomba,MG,Artístico/Cultural/Folclórico
12630,2019-03-05,CARNAVAL ORIXIFOLIA,Oriximiná,PA,Artístico/Cultural/Folclórico
12631,2019-03-05,CARNAVAL NOS MONTES,Santana dos Montes,MG,Artístico/Cultural/Folclórico
12632,2019-03-05,CARNAVAL NA AVENIDA EM AUGUSTO CORRÊA,Augusto Corrêa,PA,Artístico/Cultural/Folclórico
12633,2019-03-05,CARNAVAL LAGOA DOURADA,Lagoa Dourada,MG,Artístico/Cultural/Folclórico
12634,2019-03-05,CARNAVAL FURNASTUR,Formiga,MG,Artístico/Cultural/Folclórico
12635,2019-03-05,CARNAVAL FOLIA,Igarapé-Miri,PA,Artístico/Cultural/Folclórico
12636,2019-03-05,CARNAVAL EM ULIANÓPOLIS,Ulianópolis,PA,Artístico/Cultural/Folclórico
12637,2019-03-05,CARNAVAL DO MIRANTE 2019,Belo Horizonte,MG,Artístico/Cultural/Folclórico
12638,2019-03-05,CARNAVAL DIAMANTINA,Diamantina,MG,Artístico/Cultural/Folclórico
12639,2019-03-05,CARNAVAL DE TRÊS PONTAS,Três Pontas,MG,Artístico/Cultural/Folclórico
12640,2019-03-05,CARNAVAL DE SANTA MARIA DO PARÁ,Santa Maria do Pará,PA,Artístico/Cultural/Folclórico
12641,2019-03-05,CARNAVAL DE SABARÁ,Sabará,MG,Artístico/Cultural/Folclórico
12642,2019-03-05,CARNAVAL DE RUA,Laranjal,MG,Ecoturismo
12643,2019-03-05,CARNAVAL DE RUA DE COQUEIRAL,Coqueiral,MG,Ecoturismo
12644,2019-03-05,CARNAVAL DE RUA C/ BLOCOS,Bagre,PA,Artístico/Cultural/Folclórico
12645,2019-03-05,CARNAVAL DE RIO CASCA,Rio Casca,MG,Artístico/Cultural/Folclórico
12646,2019-03-05,CARNAVAL DE RAUL SOARES,Raul Soares,MG,Artístico/Cultural/Folclórico
12647,2019-03-05,CARNAVAL DE QUELUZITO,Queluzito,MG,Artístico/Cultural/Folclórico
12648,2019-03-05,CARNAVAL DE PRIMAVERA,Primavera,PA,Artístico/Cultural/Folclórico
12649,2019-03-05,CARNAVAL DE POMPÉU,Pompéu,MG,Artístico/Cultural/Folclórico
12650,2019-03-05,CARNAVAL DE PERDÕES,Perdões,MG,Ecoturismo
12651,2019-03-05,CARNAVAL DE OURO PRETO,Ouro Preto,MG,Artístico/Cultural/Folclórico
12652,2019-03-05,CARNAVAL DE MONTE SANTO DE MINAS,Monte Santo de Minas,MG,Ecoturismo
12653,2019-03-05,CARNAVAL DE MIRAÍ,Miraí,MG,Artístico/Cultural/Folclórico
12654,2019-03-05,CARNAVAL DE MARLIÉRIA,Marliéria,MG,Artístico/Cultural/Folclórico
12655,2019-03-05,CARNAVAL DE LAMIM,Lamim,MG,Artístico/Cultural/Folclórico
12656,2019-03-05,CARNAVAL DE ITUPIRANGA- 71º EDIÇÃO,Itupiranga,PA,Artístico/Cultural/Folclórico
12657,2019-03-05,CARNAVAL DE ITABIRITO,Itabirito,MG,Artístico/Cultural/Folclórico
12658,2019-03-05,CARNAVAL DE ESMERALDAS,Esmeraldas,MG,Artístico/Cultural/Folclórico
12659,2019-03-05,CARNAVAL DE CURVELO,Curvelo,MG,Artístico/Cultural/Folclórico
12660,2019-03-05,CARNAVAL DE CURUÇÁ – MÁSCARAS E FANTASIAS NA FESTA DO MANGUE,Curuçá,PA,Artístico/Cultural/Folclórico
12661,2019-03-05,CARNAVAL DE ALÉM PARAÍBA,Além Paraíba,MG,Artístico/Cultural/Folclórico
12662,2019-03-05,CARNAVAL DA CIDADE DE PONTE NOVA,Ponte Nova,MG,Artístico/Cultural/Folclórico
12663,2019-03-05,CARNAVAL CACHOEIRENSE,Cachoeira do Arari,PA,Artístico/Cultural/Folclórico
12664,2019-03-05,CARNAVAL 2019,Tucuruí,PA,Artístico/Cultural/Folclórico
12665,2019-03-05,CARNAVAL 2019,São João Nepomuceno,MG,Artístico/Cultural/Folclórico
12666,2019-03-05,CARNAVAL 2019,Simão Pereira,MG,Artístico/Cultural/Folclórico
12667,2019-03-05,CARNAVAL 2019,Santa Bárbara,MG,Artístico/Cultural/Folclórico
12668,2019-03-05,CARNAVAL 2019,Itutinga,MG,Artístico/Cultural/Folclórico
12669,2019-03-05,CARNAVAL 2019,Campo Belo,MG,Artístico/Cultural/Folclórico
12670,2019-03-05,CARNAVAL 2019 EM TRACUATEUA,Tracuateua,PA,Artístico/Cultural/Folclórico
12671,2019-03-05,CARNAVAL 2019 EM SOURE,Soure,PA,Artístico/Cultural/Folclórico
12672,2019-03-05,CARNAVAL 2019 EM PARAUAPEBAS,Parauapebas,PA,Artístico/Cultural/Folclórico
12673,2019-03-05,CARNAVAL - SÃO PEDRO DOS FERROS,São Pedro dos Ferros,MG,Artístico/Cultural/Folclórico
12674,2019-03-05,CARNAVAL  EM BRAGANÇA,Bragança,PA,Artístico/Cultural/Folclórico
12675,2019-03-05,CARNASAL,Salinópolis,PA,Artístico/Cultural/Folclórico
12676,2019-03-05,CARNAPOVO,Terra Santa,PA,Artístico/Cultural/Folclórico
12677,2019-03-05,CARNAPORTEL 2019,Portel,PA,Artístico/Cultural/Folclórico
12678,2019-03-05,CARNAPAUXIS – A FESTA DO MASCARADO FOBÓ,Óbidos,PA,Artístico/Cultural/Folclórico
12679,2019-03-05,CARNAOTONI,Cristiano Otoni,MG,Artístico/Cultural/Folclórico
12680,2019-03-05,CARNAMARESP 2019,Mar de Espanha,MG,Artístico/Cultural/Folclórico
12681,2019-03-05,CARNALUZIENSE,Santa Luzia do Pará,PA,Artístico/Cultural/Folclórico
12682,2019-03-05,CARNALAGOA,São João da Lagoa,MG,Esportivo
12683,2019-03-05,CARNAJAÓ,Tumiritinga,MG,Científico ou Técnico
12684,2019-03-05,CARNAGURUPÁ 2019,Gurupá,PA,Artístico/Cultural/Folclórico
12685,2019-03-05,CARNAGIBÃO 2019 (Carnaval do Bairro Nagibão),Paragominas,PA,Artístico/Cultural/Folclórico
12686,2019-03-05,CARNAFELIZ 2019,Espera Feliz,MG,Artístico/Cultural/Folclórico
12687,2019-03-05,CARNACRISTO DA RENOVAÇÃO CARISMÁTICA CATÓLICA,Juruti,PA,Religioso
12688,2019-03-05,CARNACRISTINA,Cristina,MG,Artístico/Cultural/Folclórico
12689,2019-03-05,CARNACOLUNA,Coluna,MG,Outro
12690,2019-03-05,CARNABOM,Bonfinópolis de Minas,MG,Artístico/Cultural/Folclórico
12691,2019-03-05,CAPUFOLIA 2019 BATUQUE NO BOTECO,Caputira,MG,Artístico/Cultural/Folclórico
12692,2019-03-05,BREJO GRANDE FOLIA,Brejo Grande do Araguaia,PA,Artístico/Cultural/Folclórico
12693,2019-03-05,Arrastão do Boi (Carnaval Cultural),Currais Novos,RN,Artístico/Cultural/Folclórico
12694,2019-03-05,ANUNCIAI,Ipatinga,MG,Religioso
12695,2019-03-05,ANIVERSARIO DA CIDADE DE CARBONITA,Carbonita,MG,Artístico/Cultural/Folclórico
12696,2019-03-05,17 CARNAVAL DE RUA,Itapeva,MG,Artístico/Cultural/Folclórico
12697,2019-03-05,"CARNAVAL DE FOLIA EM FOLIA, RIO DOCE CONTAGIA",Rio Doce,MG,Artístico/Cultural/Folclórico
12698,2019-03-04,SUNFLOWER 2019,Belo Horizonte,MG,Artístico/Cultural/Folclórico
12699,2019-03-04,PRÉ-CARNAVAL,Itambacuri,MG,Artístico/Cultural/Folclórico
12700,2019-03-04,Desfile das Escolas de Samba,Joaçaba,SC,Artístico/Cultural/Folclórico
12701,2019-03-04,DESFILES DE RUA DO CARNAVAL 2019,Venâncio Aires,RS,Artístico/Cultural/Folclórico
12702,2019-03-04,CARNAVAL,Piumhi,MG,Artístico/Cultural/Folclórico
12703,2019-03-04,CARNAVAL,Estiva,MG,Artístico/Cultural/Folclórico
12704,2019-03-04,CARNAVAL DE RUA DE JAGUARI,Jaguari,RS,Artístico/Cultural/Folclórico
12705,2019-03-04,CARNAVAL 2019,Rio Preto,MG,Artístico/Cultural/Folclórico
12706,2019-03-04,CARNAVAL 2019,Cristais,MG,Artístico/Cultural/Folclórico
12707,2019-03-04,CARNA MUNHOZ 2019,Munhoz,MG,Outro
12708,2019-03-03,TEATRO EM CONSTRUÇÃO: O MARÍLIA NOS SEUS PRIMEIROS 20 ANOS,Belo Horizonte,MG,Artístico/Cultural/Folclórico
12709,2019-03-03,ENCONTRO DE BLOCOS 2019,Belo Horizonte,MG,Artístico/Cultural/Folclórico
12710,2019-03-03,Castelo Folia,Castelo,ES,Artístico/Cultural/Folclórico
12711,2019-03-03,Castelo Folia 2019,Castelo,ES,Artístico/Cultural/Folclórico
12712,2019-03-03,CARRETEADA DE LOMBA GRANDE,Novo Hamburgo,RS,Outro
12713,2019-03-03,CARNAVAL 2019,Campanário,MG,Artístico/Cultural/Folclórico
12714,2019-03-03,BLOCO DOS SUJOS,Nova Lima,MG,Artístico/Cultural/Folclórico
12715,2019-03-03,ANIVERSÁRIO DE BELO ORIENTE,Belo Oriente,MG,Artístico/Cultural/Folclórico
12716,2019-03-03,ANIVERSÁRIO DA CIDADE,Caiana,MG,Artístico/Cultural/Folclórico
12717,2019-03-03,ANIVERSÁRIO DA CIDADE DE SÃO JOSÉ DA VARGINHA,São José da Varginha,MG,Artístico/Cultural/Folclórico
12718,2019-03-03,ANIVERSÁRIO DA CIDADE DE CASA GRANDE,Casa Grande,MG,Artístico/Cultural/Folclórico
12719,2019-03-02,ZÉ PEREIRA,Bonfim,MG,Artístico/Cultural/Folclórico
12720,2019-03-02,FEMPOPI - FESTIVAL DE MUSICA POPULAR DE IPABA,Ipaba,MG,Artístico/Cultural/Folclórico
12721,2019-03-02,FEIRA DA AGRICULTURA FAMILIAR,Ipaba,MG,Artístico/Cultural/Folclórico
12722,2019-03-02,CAVALGADA DE NOSSA SENHORA DAS MERCÊS,Senador Modestino Gonçalves,MG,Religioso
12723,2019-03-02,CARNAVAL,Lajinha,MG,Artístico/Cultural/Folclórico
12724,2019-03-02,CARNAVAL DE ACAIACA,Acaiaca,MG,Artístico/Cultural/Folclórico
12725,2019-03-02,CARNAVAL BOM REPOUSO,Bom Repouso,MG,Artístico/Cultural/Folclórico
12726,2019-03-02,CARNAROCK,Belo Horizonte,MG,Artístico/Cultural/Folclórico
12727,2019-03-02,CARNAPIÊ 2019,Piedade dos Gerais,MG,Artístico/Cultural/Folclórico
12728,2019-03-02,CARNAFOLIA,Sapucaia,PA,Artístico/Cultural/Folclórico
12729,2019-03-02,CARNAFOLIA,Cachoeira do Arari,PA,Artístico/Cultural/Folclórico
12730,2019-03-02,Baile Voador,Vitória,ES,Artístico/Cultural/Folclórico
